id,year,majortopic,subtopic,description,filter_eu,var2,var3,var5,day,month,var15,var17,var18,var98_questionname,calendar_year,var14
2104,2009,1,107,Om multinationale selskabers betaling af skat i Danmark.,0,83,830112,1,14,4,4/14/2010,107,,,2010,4/14/2010
2115,2009,5,506,Om børnearbejde.,0,83,830123,29,28,4,4/28/2010,506,,,2010,4/28/2010
2110,2009,6,602,Om aflysning af timer i folkeskolen.,0,83,830118,15,28,4,4/28/2010,602,,,2010,4/28/2010
2109,2009,6,602,Om optag på gymnasierne.,0,83,830117,15,28,4,4/28/2010,602,,,2010,4/28/2010
2113,2009,6,602,Om it-kompetencer i folkeskolen.,0,83,830121,15,28,4,4/28/2010,602,,,2010,4/28/2010
2111,2009,6,602,Om aflyste timer i folkeskolen.,0,83,830119,15,28,4,4/28/2010,602,,,2010,4/28/2010
2114,2009,2,207,Om ministerens holdning til abort.,0,83,830122,29,28,4,4/28/2010,207,,,2010,4/28/2010
2108,2009,6,602,Om nationale test i folkeskolen.,0,83,830116,15,28,4,4/28/2010,602,,,2010,4/28/2010
2112,2009,6,604,Om erhvervsskoler i udkantsområder.,0,83,830120,15,28,4,4/28/2010,604,,,2010,4/28/2010
2118,2009,7,705,"Om regeringen kan tilslutte sig ""Klima Danmark 2050"".",0,83,830126,37,5,5,5/5/2010,705,,,2010,5/5/2010
2121,2009,7,705,Om en reduktion af CO2-udslippet.,0,83,830129,37,5,5,5/5/2010,705,,,2010,5/5/2010
2116,2009,20,2012,Om erhvervsledere og partiers landsmøder.,0,83,830124,23,5,5,5/5/2010,2012,,,2010,5/5/2010
2119,2009,8,800,Om fossile brændsler.,0,83,830127,37,5,5,5/5/2010,800,,,2010,5/5/2010
2123,2009,7,705,Om momssvindel og CO2-kvoter.,0,83,830131,37,5,5,5/5/2010,705,,,2010,5/5/2010
2124,2009,8,806,Om uafhængighed af fossile brændsler.,0,83,830132,37,5,5,5/5/2010,806,,,2010,5/5/2010
2120,2009,8,800,Om atomkraft og uafhængighed af fossile brændstoffer.,0,83,830128,37,5,5,5/5/2010,800,,,2010,5/5/2010
2122,2009,7,705,Om en reduktion af CO2-udledningen.,0,83,830130,37,5,5,5/5/2010,705,,,2010,5/5/2010
2125,2009,8,806,Om omstilling til vedvarende energi.,0,83,830133,37,5,5,5/5/2010,806,,,2010,5/5/2010
2117,2009,1,100,Om at øge væksten i det danske samfund.,0,83,830125,23,5,5,5/5/2010,100,,,2010,5/5/2010
2126,2009,20,2001,Om nulvækst i kommunerne.,0,83,830134,3,12,5,5/12/2010,2001,,,2010,5/12/2010
2131,2009,16,1600,Om reduktioner i forsvaret.,0,83,830139,8,12,5,5/12/2010,1600,,,2010,5/12/2010
2129,2009,18,1808,Om sikring af det danske nej til euroen.,0,83,830137,3,12,5,5/12/2010,1808,,,2010,5/12/2010
2127,2009,20,2001,Om nulvækst i kommunerne.,0,83,830135,3,12,5,5/12/2010,2001,,,2010,5/12/2010
2130,2009,1,100,Om genopretning af offentlige finanser.,0,83,830138,3,12,5,5/12/2010,100,,,2010,5/12/2010
2132,2009,16,1608,Om kvinder i forsvaret.,0,83,830140,8,12,5,5/12/2010,1608,,,2010,5/12/2010
2128,2009,1,100,Om problemer for dansk økonomi og regeringens konvergensprogram.,0,83,830136,3,12,5,5/12/2010,100,,,2010,5/12/2010
2133,2009,16,1600,Om besparelser i forsvaret.,0,83,830141,8,12,5,5/12/2010,1600,,,2010,5/12/2010
2137,2009,20,2001,Om budgetoverskridelser i kommunerne.,0,83,830145,5,19,5,5/19/2010,2016,,,2010,5/19/2010
2140,2009,13,1300,Om regeringens genopretningsplan.,0,83,830148,5,19,5,5/19/2010,1300,,,2010,5/19/2010
2134,2009,4,405,Om døde pattegrise.,0,83,830142,16,19,5,5/19/2010,406,,,2010,5/19/2010
2136,2009,9,900,Om ghettoisering.,0,83,830144,5,19,5,5/19/2010,900,,,2010,5/19/2010
2138,2009,20,2001,Om besparelser i kommunerne.,0,83,830146,5,19,5,5/19/2010,2001,,,2010,5/19/2010
2135,2009,4,408,Om tobisfiskeri.,0,83,830143,16,19,5,5/19/2010,408,,,2010,5/19/2010
2139,2009,1,105,Om loft over overførselsindkomster.,0,83,830147,5,19,5,5/19/2010,105,,,2010,5/19/2010
2148,2009,6,604,Om besparelser på voksenuddannelsesområdet.,0,83,830156,15,26,5,5/26/2010,604,,,2010,5/26/2010
2143,2009,10,1002,Om kørselsafgifter på danske veje.,0,83,830151,18,26,5,5/26/2010,1002,,,2010,5/26/2010
2145,2009,6,600,Om besparelser på uddannelsesområdet.,0,83,830153,15,26,5,5/26/2010,600,,,2010,5/26/2010
2141,2009,10,1005,Om åbning af togstationer.,0,83,830149,18,26,5,5/26/2010,1005,,,2010,5/26/2010
2149,2009,6,604,Om nedskæringer på voksenuddannelsesområdet.,0,83,830157,15,26,5,5/26/2010,604,,,2010,5/26/2010
2146,2009,6,604,Om besparelser på produktionsskoler.,0,83,830154,15,26,5,5/26/2010,604,,,2010,5/26/2010
2142,2009,10,1005,Om Kystbanen.,0,83,830150,18,26,5,5/26/2010,1005,,,2010,5/26/2010
2144,2009,10,1000,Om ulykker i trafikken.,0,83,830152,18,26,5,5/26/2010,1000,,,2010,5/26/2010
2147,2009,6,604,Om besparelser på voksenuddannelse.,0,83,830155,15,26,5,5/26/2010,604,,,2010,5/26/2010
2150,2010,9,900,Om opholdstilladelse.,0,84,840001,32,6,10,10/6/2010,900,,,2010,10/6/2010
2152,2010,9,900,Om boligform og familiesammenføring.,0,84,840003,32,6,10,10/6/2010,900,,,2010,10/6/2010
2151,2010,9,900,Om opholdstilladelse.,0,84,840002,32,6,10,10/6/2010,900,,,2010,10/6/2010
2161,2010,2,202,Om kønsopdelingen inden for uddannelsessystemet.,0,84,840012,33,13,10,10/13/2010,202,,,2010,10/13/2010
2160,2010,19,1925,Om bekæmpelse af menneskehandel i EU.,1,84,840011,33,13,10,10/13/2010,1925,,,2010,10/13/2010
2159,2010,7,705,Om ambitionsniveauet på klimaområdet.,0,84,840010,37,13,10,10/13/2010,705,,,2010,10/13/2010
2158,2010,7,703,Om vedvarende energi og affald.,0,84,840009,37,13,10,10/13/2010,703,,,2010,10/13/2010
2157,2010,8,806,Om vedvarende energi og konkurrenceevne.,0,84,840008,37,13,10,10/13/2010,806,,,2010,10/13/2010
2154,2010,5,502,Om aktivering.,0,84,840005,4,13,10,10/13/2010,502,,,2010,10/13/2010
2155,2010,8,800,Om energibesparelser og vedvarende energi.,0,84,840006,37,13,10,10/13/2010,800,,,2010,10/13/2010
2156,2010,8,805,Om regeringen vil genindføre kulstop.,0,84,840007,37,13,10,10/13/2010,805,,,2010,10/13/2010
2153,2010,5,599,Om ledige 55-59-årige.,0,84,840004,4,13,10,10/13/2010,599,,,2010,10/13/2010
2162,2010,4,499,Om landbruget som energileverandør.,0,84,840013,16,27,10,10/27/2010,499,,,2010,10/27/2010
2170,2010,14,1406,Om renovering i udsatte boligområder.,0,84,840021,5,27,10,10/27/2010,1406,,,2010,10/27/2010
2163,2010,4,405,Om brug af antibiotika i husdyrproduktionen.,0,84,840014,16,27,10,10/27/2010,405,,,2010,10/27/2010
2165,2010,9,900,Om regeringens ghettostrategi.,0,84,840016,5,27,10,10/27/2010,900,,,2010,10/27/2010
2167,2010,14,1406,Om belastede boligområder.,0,84,840018,5,27,10,10/27/2010,1406,,,2010,10/27/2010
2166,2010,9,900,Om fattigdom og regeringens ghettostrategi.,0,84,840017,5,27,10,10/27/2010,900,,,2010,10/27/2010
2168,2010,14,1406,Om renoveringer i den almene boligsektor.,0,84,840019,5,27,10,10/27/2010,1406,,,2010,10/27/2010
2164,2010,4,400,Om svinebranchen.,0,84,840015,16,27,10,10/27/2010,400,,,2010,10/27/2010
2169,2010,14,1400,Om boligsocialt arbejde.,0,84,840020,5,27,10,10/27/2010,1400,,,2010,10/27/2010
2171,2010,1,104,Om Finansudvalgets beretning.,0,84,840022,1,10,11,11/10/2010,104,,,2010,11/10/2010
2175,2010,1,100,Om vækst og reformer.,0,84,840026,1,10,11,11/10/2010,100,,,2010,11/10/2010
2173,2010,6,600,Om besparelser på uddannelse.,0,84,840024,1,10,11,11/10/2010,600,,,2010,11/10/2010
2176,2010,3,323,Om betalingen til privathospitaler.,0,84,840027,1,10,11,11/10/2010,323,,,2010,11/10/2010
2172,2010,3,325,Om stillingsnedlæggelser på sygehuse.,0,84,840023,1,10,11,11/10/2010,325,,,2010,11/10/2010
2174,2010,3,323,Om overbetaling af private sygehuse.,0,84,840025,1,10,11,11/10/2010,323,,,2010,11/10/2010
2177,2010,10,1099,Om nedskæringer på unges transportgodtgørelse.,0,84,840028,1,10,11,11/10/2010,1099,,,2010,11/10/2010
2184,2010,20,2002,Om nem-id.,0,84,840035,28,17,11,11/17/2010,2002,,,2010,11/17/2010
2181,2010,3,323,Om undersøgelser og behandlinger på private klinikker.,0,84,840032,7,17,11,11/17/2010,323,,,2010,11/17/2010
2186,2010,6,601,Om nedskæring på universiteter.,0,84,840037,28,17,11,11/17/2010,601,,,2010,11/17/2010
2185,2010,6,600,Om besparelser på forskning og uddannelse.,0,84,840036,28,17,11,11/17/2010,600,,,2010,11/17/2010
2180,2010,3,300,Om midler til sygehusene.,0,84,840031,7,17,11,11/17/2010,300,,,2010,11/17/2010
2182,2010,5,503,Om private sundhedsforsikringer.,0,84,840033,7,17,11,11/17/2010,503,,,2010,11/17/2010
2178,2010,5,503,Om arbejdsgiverbetalte sundhedsforsikringer.,0,84,840029,7,17,11,11/17/2010,503,,,2010,11/17/2010
2183,2010,6,601,Om basismidler til universiteterne.,0,84,840034,28,17,11,11/17/2010,601,,,2010,11/17/2010
2179,2010,3,300,Om fordeling af midler til sygehusene.,0,84,840030,7,17,11,11/17/2010,300,,,2010,11/17/2010
2192,2010,3,325,Om brud på tavshedspligt.,0,84,840043,6,24,11,11/24/2010,325,,,2010,11/24/2010
2191,2010,12,1205,Om situationen i fængslerne.,0,84,840042,6,24,11,11/24/2010,1205,,,2010,11/24/2010
2187,2010,10,1001,Om busdrift i tyndtbefolkede områder.,0,84,840038,18,24,11,11/24/2010,1001,,,2010,11/24/2010
2188,2010,10,1001,Om takster for færger og Øresundsbroen.,0,84,840039,18,24,11,11/24/2010,1001,,,2010,11/24/2010
2194,2010,20,2011,Om politisk ordførers udtalelser.,0,84,840045,6,24,11,11/24/2010,2011,,,2010,11/24/2010
2190,2010,10,1002,Om en motorvej mellem Holstebro og Herning.,0,84,840041,18,24,11,11/24/2010,1002,,,2010,11/24/2010
2189,2010,10,1001,Om prisstigninger på kollektiv trafik for studerende.,0,84,840040,18,24,11,11/24/2010,1001,,,2010,11/24/2010
2193,2010,2,208,Om overvågning fra ambassaders side.,0,84,840044,6,24,11,11/24/2010,208,,,2010,11/24/2010
2200,2010,14,1406,Om huslejeregulering.,0,84,840051,1,1,12,12/1/2010,1406,,,2010,12/1/2010
2196,2010,6,600,Om besparelser på uddannelse.,0,84,840047,1,1,12,12/1/2010,600,,,2010,12/1/2010
2197,2010,6,600,Om besparelser på uddannelsesområdet.,0,84,840048,1,1,12,12/1/2010,600,,,2010,12/1/2010
2198,2010,6,600,Om besparelser på forskning og uddannelse.,0,84,840049,1,1,12,12/1/2010,600,,,2010,12/1/2010
2195,2010,6,601,Om nedskæringer på SU-området.,0,84,840046,1,1,12,12/1/2010,601,,,2010,12/1/2010
2201,2010,6,600,Om nedskæringer på forskning og uddannelse.,0,84,840052,1,1,12,12/1/2010,600,,,2010,12/1/2010
2199,2010,6,604,Om besparelser på voksenuddannelse.,0,84,840050,1,1,12,12/1/2010,604,,,2010,12/1/2010
2207,2010,6,602,Om klassekvotienten i folkeskolen.,0,84,840058,15,8,12,12/8/2010,602,,,2010,12/8/2010
2205,2010,1,107,Om finansieringen af forårspakke 2.0.,0,84,840056,23,8,12,12/8/2010,107,,,2010,12/8/2010
2203,2010,20,2001,Om inddrivelse af kommunale restancer.,0,84,840054,23,8,12,12/8/2010,2016,,,2010,12/8/2010
2204,2010,10,1002,Om trængselsafgifter.,0,84,840055,23,8,12,12/8/2010,1002,,,2010,12/8/2010
2209,2010,6,602,Om regeringens folkeskoleudspil.,0,84,840060,15,8,12,12/8/2010,602,,,2010,12/8/2010
2206,2010,6,602,Om regeringens folkeskoleudspil.,0,84,840057,15,8,12,12/8/2010,602,,,2010,12/8/2010
2208,2010,6,602,Om klassekvotienten i folkeskolen.,0,84,840059,15,8,12,12/8/2010,602,,,2010,12/8/2010
2202,2010,1,107,Om finansieringen af forårspakke 2.0.,0,84,840053,23,8,12,12/8/2010,107,,,2010,12/8/2010
2211,2010,4,400,Om arbejdspladser i landbruget og miljøet.,0,84,840062,9,12,1,1/12/2011,400,,,2011,1/12/2011
2213,2010,7,709,Om biodiversitet og landbruget.,0,84,840064,9,12,1,1/12/2011,709,,,2011,1/12/2011
2217,2010,4,405,Om One health.,0,84,840068,16,12,1,1/12/2011,405,,,2011,1/12/2011
2210,2010,7,700,Om naturens tilstand i Danmark.,0,84,840061,9,12,1,1/12/2011,700,,,2011,1/12/2011
2215,2010,7,709,Om bæredygtighed i landbruget og naturen.,0,84,840066,9,12,1,1/12/2011,709,,,2011,1/12/2011
2214,2010,4,400,Om landbrugserhvervet og miljøet.,0,84,840065,9,12,1,1/12/2011,400,,,2011,1/12/2011
2218,2010,4,405,Om dioxin i foder.,0,84,840069,16,12,1,1/12/2011,405,,,2011,1/12/2011
2212,2010,19,1910,Om Helsingforsaftalen og budgetdispositioner.,0,84,840063,22,12,1,1/12/2011,1913,,,2011,1/12/2011
2216,2010,4,405,Om dioxin i foderstoffer.,0,84,840067,16,12,1,1/12/2011,405,,,2011,1/12/2011
2220,2010,9,900,Om Hizb-ut-Tahrirs møde i Det Kongelige Bibliotek.,0,84,840071,21,26,1,1/26/2011,900,,,2011,1/26/2011
2221,2010,19,1901,Om ulandsbistand og ngo-støtte.,0,84,840072,29,26,1,1/26/2011,1901,,,2011,1/26/2011
2219,2010,23,2300,Om finansieringen af Aalborg Teater.,0,84,840070,21,26,1,1/26/2011,2300,,,2011,1/26/2011
2222,2010,19,1901,Om regeringens politik og udviklingsbistand.,0,84,840073,29,26,1,1/26/2011,1901,,,2011,1/26/2011
2228,2010,9,900,Om vejledning i forbindelse med ansøgning om statsborgerskab.,0,84,840079,32,2,2,2/2/2011,900,,,2011,2/2/2011
2225,2010,19,1921,Om regeringens politik i forhold til Egypten.,0,84,840076,2,2,2,2/2/2011,1911,,,2011,2/2/2011
2224,2010,19,1901,Om støtte af lande.,0,84,840075,2,2,2,2/2/2011,1901,,,2011,2/2/2011
2227,2010,9,900,Om det græske asylsystem.,0,84,840078,32,2,2,2/2/2011,900,,,2011,2/2/2011
2229,2010,9,900,Om tilbagesendelse af asylansøgere til Grækenland.,0,84,840080,32,2,2,2/2/2011,900,,,2011,2/2/2011
2223,2010,19,1921,Om situationen i Egypten.,0,84,840074,2,2,2,2/2/2011,1911,,,2011,2/2/2011
2226,2010,9,900,Om reglerne for permanent ophold.,0,84,840077,32,2,2,2/2/2011,900,,,2011,2/2/2011
2230,2010,9,900,Om tilbagesendelse af asylansøgere til Grækenland.,0,84,840081,32,2,2,2/2/2011,900,,,2011,2/2/2011
2236,2010,20,2001,Om nulvækst i kommuner.,0,84,840087,1,9,2,2/9/2011,2001,,,2011,2/9/2011
2234,2010,1,100,Om regeringens økonomiske politik.,0,84,840085,1,9,2,2/9/2011,100,,,2011,2/9/2011
2231,2010,1,100,Om regeringens økonomiske planer.,0,84,840082,1,9,2,2/9/2011,100,,,2011,2/9/2011
2233,2010,1,100,Om regeringens økonomiske politik.,0,84,840084,1,9,2,2/9/2011,100,,,2011,2/9/2011
2232,2010,1,107,Om regeringen har planer om skattelettelser.,0,84,840083,1,9,2,2/9/2011,107,,,2011,2/9/2011
2235,2010,1,107,Om regeringen har planer om skattelettelser og besparelser.,0,84,840086,1,9,2,2/9/2011,107,,,2011,2/9/2011
2237,2010,6,600,Om job og uddannelsespladser.,0,84,840088,1,9,2,2/9/2011,600,,,2011,2/9/2011
2240,2010,15,1500,Om udviklingen i den finansielle sektor.,0,84,840091,13,23,2,2/23/2011,1500,,,2011,2/23/2011
2243,2010,5,501,Om arbejde med styren.,0,84,840094,4,23,2,2/23/2011,501,,,2011,2/23/2011
2239,2010,1,100,Om væksten i Danmark.,0,84,840090,13,23,2,2/23/2011,100,,,2011,2/23/2011
2241,2010,5,502,Om stillinger med løntilskud.,0,84,840092,4,23,2,2/23/2011,502,,,2011,2/23/2011
2245,2010,5,501,Om en national handlingsplan for pcb.,0,84,840096,4,23,2,2/23/2011,501,,,2011,2/23/2011
2244,2010,10,1099,Om transporttilskud.,0,84,840095,4,23,2,2/23/2011,1099,,,2011,2/23/2011
2242,2010,5,500,Om sociale ydelser og lønarbejde i udlandet.,0,84,840093,4,23,2,2/23/2011,500,,,2011,2/23/2011
2238,2010,15,1599,Om lånemuligheder for virksomheder.,0,84,840089,13,23,2,2/23/2011,1599,,,2011,2/23/2011
2253,2010,13,1308,Om daginstitutioner og budgetter.,0,84,840104,5,2,3,3/2/2011,1308,,,2011,3/2/2011
2247,2010,19,1927,Om pirateri i Adenbugten.,0,84,840098,8,2,3,3/2/2011,1927,,,2011,3/2/2011
2250,2010,13,1399,Om oprettelse af en børneombudsmandsinstitution.,0,84,840101,5,2,3,3/2/2011,1399,,,2011,3/2/2011
2246,2010,16,1608,Om uddannelse af udsendte soldater.,0,84,840097,8,2,3,3/2/2011,1608,,,2011,3/2/2011
2249,2010,16,1699,Om tavshedspligt.,0,84,840100,8,2,3,3/2/2011,1699,,,2011,3/2/2011
2251,2010,12,1207,Om sikring af vilkår for børn.,0,84,840102,5,2,3,3/2/2011,1207,,,2011,3/2/2011
2252,2010,13,1308,Om daginstitutioner og papirarbejde.,0,84,840103,5,2,3,3/2/2011,1308,,,2011,3/2/2011
2248,2010,16,1699,Om jægerbogen.,0,84,840099,8,2,3,3/2/2011,1699,,,2011,3/2/2011
2261,2010,9,900,Om indvandrere.,0,84,840112,32,16,3,3/16/2011,900,,,2011,3/16/2011
2259,2010,9,900,Om beskæftigelsesgrad og integration.,0,84,840110,33,16,3,3/16/2011,900,,,2011,3/16/2011
2260,2010,9,900,Om PTSD og meddelelse af indfødsret.,0,84,840111,32,16,3,3/16/2011,900,,,2011,3/16/2011
2255,2010,8,802,Om elliberaliseringen.,0,84,840106,37,16,3,3/16/2011,802,,,2011,3/16/2011
2254,2010,8,801,Om statstilskud til atomkraft i EU.,1,84,840105,37,16,3,3/16/2011,801,,,2011,3/16/2011
2258,2010,2,207,"Om ansættelser, der er betinget af tro.",0,84,840109,33,16,3,3/16/2011,207,,,2011,3/16/2011
2257,2010,2,202,Om mere barsel til fædre.,0,84,840108,33,16,3,3/16/2011,202,,,2011,3/16/2011
2262,2010,9,900,Om integration.,0,84,840113,32,16,3,3/16/2011,900,,,2011,3/16/2011
2256,2010,8,802,Om elpriser.,0,84,840107,37,16,3,3/16/2011,802,,,2011,3/16/2011
2265,2010,16,1608,Om placering af et veterancenter.,0,84,840116,8,30,3,3/30/2011,1608,,,2011,3/30/2011
2263,2010,19,1921,Om flyoperationen i Libyen.,0,84,840114,8,30,3,3/30/2011,1911,,,2011,3/30/2011
2264,2010,16,1608,Om placeringen af et veterancenter.,0,84,840115,8,30,3,3/30/2011,1608,,,2011,3/30/2011
2274,2010,10,1005,Om godstrafik over Kattegat.,0,84,840125,18,6,4,4/6/2011,1005,,,2011,4/6/2011
2273,2010,10,1003,Om fatigue.,0,84,840124,18,6,4,4/6/2011,1003,,,2011,4/6/2011
2266,2010,6,602,Om social mobilitet i folkeskolen.,0,84,840117,15,6,4,4/6/2011,602,,,2011,4/6/2011
2267,2010,6,602,Om et HyperCard til unge.,0,84,840118,15,6,4,4/6/2011,602,,,2011,4/6/2011
2270,2010,6,604,Om sociale klausuler.,0,84,840121,15,6,4,4/6/2011,604,,,2011,4/6/2011
2272,2010,10,1005,Om DSB's samarbejde med DSB First.,0,84,840123,18,6,4,4/6/2011,1005,,,2011,4/6/2011
2269,2010,6,602,Om elever med anden etnisk baggrund.,0,84,840120,15,6,4,4/6/2011,602,,,2011,4/6/2011
2268,2010,6,601,Om undervisningsmiljøet i gymnasier.,0,84,840119,15,6,4,4/6/2011,601,,,2011,4/6/2011
2271,2010,10,1005,Om DSB og dets datterselskab.,0,84,840122,18,6,4,4/6/2011,1005,,,2011,4/6/2011
2279,2010,1,100,Om regeringens konvergensprogram 2007.,0,84,840130,1,13,4,4/13/2011,100,,,2011,4/13/2011
2276,2010,1,107,Om der kommer nye skattelettelser.,0,84,840127,1,13,4,4/13/2011,107,,,2011,4/13/2011
2280,2010,1,107,Om skattelettelser.,0,84,840131,1,13,4,4/13/2011,107,,,2011,4/13/2011
2275,2010,1,107,Om der kommer nye skattelettelser.,0,84,840126,1,13,4,4/13/2011,107,,,2011,4/13/2011
2278,2010,1,107,Om multinationale selskabers betaling af skat.,0,84,840129,1,13,4,4/13/2011,107,,,2011,4/13/2011
2277,2010,14,1401,Om skattelettelser til boligejere.,0,84,840128,1,13,4,4/13/2011,1411,,,2011,4/13/2011
2282,2010,13,1399,Om brugerbetaling for kunstig befrugtning.,0,84,840133,7,27,4,4/27/2011,1399,,,2011,4/27/2011
2284,2010,14,1401,Om opkrævning af ejendomsskat.,0,84,840135,7,27,4,4/27/2011,1411,,,2011,4/27/2011
2283,2010,3,302,Om brugerbetaling på fertilitetsbehandling.,0,84,840134,7,27,4,4/27/2011,302,,,2011,4/27/2011
2281,2010,20,2001,Om kommunernes økonomi.,0,84,840132,7,27,4,4/27/2011,2001,,,2011,4/27/2011
2290,2010,21,2101,Om en redegørelse og pressemeddelelse i forbindelse med Tøndermarsken.,0,84,840141,9,4,5,5/4/2011,2101,,,2011,5/4/2011
2286,2010,5,502,Om en ydelse på dagpengeniveau til erhvervsuddannelse.,0,84,840137,4,4,5,5/4/2011,502,,,2011,5/4/2011
2288,2010,7,709,Om en biodiversitetsstrategi.,0,84,840139,9,4,5,5/4/2011,709,,,2011,5/4/2011
2285,2010,5,599,Om indsatser i forbindelse med afskedigelser i virksomheder.,0,84,840136,4,4,5,5/4/2011,599,,,2011,5/4/2011
2289,2010,7,704,Om et nationalt forbud mod fire ftalater.,0,84,840140,9,4,5,5/4/2011,704,,,2011,5/4/2011
2287,2010,21,2101,Om en undersøgelse om fredning af Tøndermarsken.,0,84,840138,9,4,5,5/4/2011,2101,,,2011,5/4/2011
2291,2010,9,900,Om åbenhed i sager om tildeling af statsborgerskab.,0,84,840142,32,11,5,5/11/2011,900,,,2011,5/11/2011
2292,2010,9,900,Om reglerne for tildeling af dansk statsborgerskab.,0,84,840143,32,11,5,5/11/2011,900,,,2011,5/11/2011
2294,2010,4,405,Om private dyrlægers kontrol af dyrevelfærd.,0,84,840145,16,18,5,5/18/2011,406,,,2011,5/18/2011
2300,2010,1,107,Om skattelettelser.,0,84,840151,23,18,5,5/18/2011,107,,,2011,5/18/2011
2298,2010,1,107,Om regeringens skattepolitik.,0,84,840149,23,18,5,5/18/2011,107,,,2011,5/18/2011
2295,2010,4,403,Om sundhedsanprisninger på babymad.,0,84,840146,16,18,5,5/18/2011,403,,,2011,5/18/2011
2293,2010,7,700,"Om gennemførelse af ""Grøn Vækst"" inden et valg.",0,84,840144,16,18,5,5/18/2011,700,,,2011,5/18/2011
2301,2010,20,2012,"Om fradrag af støtte til partier, kandidater m.v. ",0,84,840152,23,18,5,5/18/2011,2012,,,2011,5/18/2011
2299,2010,1,107,Om skattelettelser.,0,84,840150,23,18,5,5/18/2011,107,,,2011,5/18/2011
2297,2010,1,107,Om skattepligt i Danmark.,0,84,840148,23,18,5,5/18/2011,107,,,2011,5/18/2011
2296,2010,1,107,Om skattelettelser og tilbagetrækningsaftalen.,0,84,840147,23,18,5,5/18/2011,107,,,2011,5/18/2011
2303,2010,23,2300,Om digitalisering af små biografer.,0,84,840154,21,25,5,5/25/2011,2300,,,2011,5/25/2011
2302,2010,23,2300,Om en ny musikhandlingsplan.,0,84,840153,21,25,5,5/25/2011,2300,,,2011,5/25/2011
2306,2010,3,322,Om adgangen til hjertestartere.,0,84,840157,8,25,5,5/25/2011,322,,,2011,5/25/2011
2304,2010,16,1600,Om besparelser i forsvaret fra 2015.,0,84,840155,8,25,5,5/25/2011,1600,,,2011,5/25/2011
